q1, q2, concentration
0.000000000000000000e+00 0.000000000000000000e+00 9.157911387983211013e-03
0.000000000000000000e+00 0.000000000000000000e+00 9.733326908754700441e-03
0.000000000000000000e+00 0.000000000000000000e+00 1.033032432751807006e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.094880411027473327e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.158866767220520858e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.224986806553749440e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.293230507158237876e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.363585918612076828e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.436040267223613956e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.510579954444529922e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.587190555883711066e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.665856820932026111e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.746562673007413108e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.829291210428916556e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.914024707927547767e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.000744618801029301e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.089431577718654093e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.180065404181619551e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.272625106643333046e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.367088887293260571e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.463434147506969596e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.561637493964083467e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.661674745434885331e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.763530982670724112e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.867193141359474992e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.972637210378030470e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.079838494993666562e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.188771630191870876e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.299410587927225497e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.411728684862781746e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.525698590595659904e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.641292336365911653e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.758481324245108862e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.877236336800449212e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.997527547229545036e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.119324529960426834e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.242596271710668415e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.367311182998893926e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.493437110101328874e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.620941347445410574e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.749790650431885697e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.879951248676224485e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.011388859659566403e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.144068702778847174e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.277955513785209662e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.413013559599207103e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.549227041781731179e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.686583950161753359e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.825414939365001349e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.966048334980589979e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.108446459347273427e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.252570993399697574e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.398382993329716772e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.545842907695047230e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.694910594960264139e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.845906181768530996e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.999146860434621309e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.154586996623446549e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.312180096601104962e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.471878832679694493e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.633635069326438760e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.797399889907415116e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.963123624035138570e-02
0.000000000000000000e+00 0.000000000000000000e+00 8.130755875488396289e-02
0.000000000000000000e+00 0.000000000000000000e+00 8.300245550671908612e-02
0.000000000000000000e+00 0.000000000000000000e+00 8.471540887582645896e-02
0.000000000000000000e+00 0.000000000000000000e+00 8.644589485248892202e-02
0.000000000000000000e+00 0.000000000000000000e+00 8.819338333607552871e-02
0.000000000000000000e+00 0.000000000000000000e+00 8.995733843784627093e-02
0.000000000000000000e+00 0.000000000000000000e+00 9.173721878743344715e-02
0.000000000000000000e+00 0.000000000000000000e+00 9.353247784263914177e-02
0.000000000000000000e+00 0.000000000000000000e+00 9.534256420218652217e-02
0.000000000000000000e+00 0.000000000000000000e+00 9.716692192105864934e-02
0.000000000000000000e+00 0.000000000000000000e+00 9.900499082805745699e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.008562068452134308e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.027200023086767416e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.045958062907207109e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.064830449224886122e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.083811417171178376e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.102895178928762487e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.122075926959497233e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.141347837225230866e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.160705072398005716e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.180141785056182668e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.199652120863044374e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.219230221724520585e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.238870228922729355e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258566286222112252e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.278312542945009567e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.298107862095526643e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.317951888255708692e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.337839231206776891e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.357764511167991461e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.377722364192603133e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.397707444375542174e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.417714426022250174e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.437738005777244310e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.457772904711064632e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.477815163411700938e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.497868091804428758e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.517928399116945104e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.537991334397262322e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.558052175035207487e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.578106228063274330e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.598148831420557192e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.618175355179566066e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.638181202735742581e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.658163248822353275e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.678126428447276886e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.698068309708306856e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.717984836958522388e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.737871986618532705e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.757725767737352007e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.777542222526907190e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.797317426870555235e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.817047490806026067e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.836728558983180826e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.856356811097023274e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.875928462296389543e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.895439763568765867e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.914893720643341679e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.934294329481443808e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.953638332700894931e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.972922498407865821e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.992143624696766646e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.011298539614325143e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.030384101111670780e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.049397196984948100e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.068334744804969649e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.087193691836419784e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.105971014947110309e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.124663720507787290e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.143268844282977537e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.161783451313366300e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.180204635790172762e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.198529520922008762e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.216755258794676497e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.234879030224371232e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.252898044604735583e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.270809539748215589e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.288640669329263799e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.306428917484856789e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.324173645099529839e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.341872012097994116e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.359521197997552222e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.377118401840513096e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.394660842120597821e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.412145756703706623e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.429570402743423951e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.446932056591632765e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.464228013704586329e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.481455588544812241e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.498612114479191459e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.515694943673568162e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.532701446984232385e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.549629013846610448e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.566475052161515391e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.583236988179264393e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.599912266382015114e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.616498349364622666e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.632992717714346398e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.649392869889718449e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.665696322098883297e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.681900608177708589e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.698003279467970916e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.714001904695920731e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.729894069851498961e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.745677378068522301e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.761349449506088072e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.776917338871749408e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.792389308431463824e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.807763341691004721e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.823037425524970723e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.838209556253939447e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.853277739361588239e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.868239989216841979e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.883094328801235062e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.897844960038582496e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.912527779939669825e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.927147011993497250e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.941700380912959933e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.956185618909132340e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.970600465643165600e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.984942668180678438e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.999209980948892573e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.013400165696725197e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.027510991458089995e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.041540234518601005e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.055491712878894428e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.069400253944130630e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.083269730231856798e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.097097656932417675e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.110881553230812613e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.124618942509537201e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.138307352553650897e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.151944315758214987e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.165527369338254626e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.179054055541395418e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.192521921863324952e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.205928521266211972e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.219271412400240284e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.232548159828402823e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.245756334254672471e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.258893512755722255e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.271957279016297071e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.284945223568397354e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.297854944034389613e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.310686787021460131e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.323456243088563355e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.336170221644829681e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.348862360038138419e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.361536475530681467e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.374190252479730701e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.386821373013946812e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.399427517251216724e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.412006363520886376e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.424555588590500466e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.437072867897214001e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.449555875783991699e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.462002285740735652e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.474409770650483953e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.486787925199354987e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.499147788874171772e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.511487337270149389e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.523804533789789417e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.536097337735648605e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.548363704339690394e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.560601584797469799e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.572808926307365351e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.584983672115071296e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.597146922859746909e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.609319651548017482e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.621499599517848389e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.633684498251101846e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.645872069598941057e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.658060026014329780e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.670246070791813309e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.682427898314715176e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.694603194309913352e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.706792532104336013e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.719016356143421964e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.731272139440422464e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.743557337969076748e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.755869391133903057e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.768205722252538359e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.780563739050182837e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.792940834166123043e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.805334385672340947e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.817741757604186659e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.830160300503087090e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.842587351971266107e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.855020237238416247e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.867456269740272568e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.879892751709007603e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.892326974775403015e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.904756220582661919e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.917177761411795300e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.929588860818463147e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.941986774281132644e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.954368749860439625e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.966732028869594529e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.979073846555668537e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.991391432791611127e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.003682012778792543e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.015948200357637443e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.028220332812540438e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.040501107109975565e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.052787525643704036e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.065076578984571642e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.077365246888424721e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.089650499318398524e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.101934634160105952e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.114247374667026058e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.126591075006372233e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.138962446256318484e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.151358181256389335e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.163774956006083827e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.176209431082876233e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.188658253078423876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.201118056051812433e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.213585462998616360e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.226060732737983994e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.238564211175533947e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.251097031860525677e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.263656082131304648e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.276238236170842311e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.288840356123521103e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.301459293222950064e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.314091888930055019e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.326734976080701678e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.339385380042055096e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.352039919876905527e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.364695409515152447e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.377348658931631831e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.389996475329476788e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.402635664328176102e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.415263031155493567e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.427879215429715298e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.440505979709405415e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.453144873950006799e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.465776270550882443e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.478380345750244684e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.490953904456769230e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.503493759103801564e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.515996730852260277e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.528459650790264690e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.540879361128594138e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.553252716391124055e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.565576584599367882e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.577847848450297685e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.590063406486555309e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.602220174258245811e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.614315085475464984e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.626345093150742716e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.638307170730590623e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.650214848637044818e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.662083576600544177e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.673910646449405126e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.685693351036849252e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.697428996213182106e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.709114901584254276e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.720748401263233918e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.732326844615348804e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.743847596995265370e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.755324928776932247e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.766775051636888971e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.778195620233240959e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.789584286032224636e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.800938709203437238e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.812256559062809136e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.823535514512113931e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.834773264474963028e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.845967508329249718e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.857115956335996132e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.868216330064541464e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.879266362814069780e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.890263800031389163e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.901206399724964413e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.912091932875148892e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.922918183840583328e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.933682950760726604e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.944384045954492990e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.955019296314960298e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.965586543700127864e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.976083645319681614e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.986508474117762879e-01
