q1, q2, concentration
8.762263679528111693e-01 8.762263679528111693e-01 8.379009839629919520e-01
8.739912299469114743e-01 8.739912299469114743e-01 8.341666867281916087e-01
8.717374468279198707e-01 8.717374468279198707e-01 8.304544905863693316e-01
8.694650666764572877e-01 8.694650666764572877e-01 8.267731253133674407e-01
8.671741379698809649e-01 8.671741379698809649e-01 8.231301634012880841e-01
8.648647095812495023e-01 8.648647095812495023e-01 8.195321116048523979e-01
8.625368307782812494e-01 8.625368307782812494e-01 8.159845016124737116e-01
8.601905512223021466e-01 8.601905512223021466e-01 8.124919783690814912e-01
8.578259209671871277e-01 8.578259209671871277e-01 8.090583849465510236e-01
8.554429904582919741e-01 8.554429904582919741e-01 8.056868431714774292e-01
8.530418105313771759e-01 8.530418105313771759e-01 8.023798294820642107e-01
8.506224324115233548e-01 8.506224324115233548e-01 7.991392457005057626e-01
8.481849077120388047e-01 8.481849077120388047e-01 7.959664845795404453e-01
8.457292884333579286e-01 8.457292884333579286e-01 7.928624901171825723e-01
8.432556269619321254e-01 8.432556269619321254e-01 7.898278127372908575e-01
8.407639760691124620e-01 8.407639760691124620e-01 7.868626595105765453e-01
8.382543889100233514e-01 8.382543889100233514e-01 7.839669396454671535e-01
8.357269190224290156e-01 8.357269190224290156e-01 7.811403055149979124e-01
8.331816203255912878e-01 8.331816203255912878e-01 7.783821895081657338e-01
8.306185471191190883e-01 8.306185471191190883e-01 7.756918370050277511e-01
8.280377540818102400e-01 8.280377540818102400e-01 7.730683357768340924e-01
8.254392962704851788e-01 8.254392962704851788e-01 7.705106421078465884e-01
8.228232291188118941e-01 8.228232291188118941e-01 7.680176039259526410e-01
8.201896084361236516e-01 8.201896084361236516e-01 7.655879812162250664e-01
8.175384904062286129e-01 8.175384904062286129e-01 7.632204639763187082e-01
8.148699315862106829e-01 8.148699315862106829e-01 7.609136879559763589e-01
8.121839889052236972e-01 8.121839889052236972e-01 7.586662484056267974e-01
8.094807196632761714e-01 8.094807196632761714e-01 7.564767120416492352e-01
8.067601815300095014e-01 8.067601815300095014e-01 7.543091987382412045e-01
8.040224325434672803e-01 8.040224325434672803e-01 7.521315249487218191e-01
8.012675311088574004e-01 8.012675311088574004e-01 7.499475012459559942e-01
7.984955359973060496e-01 7.984955359973060496e-01 7.477605791758592524e-01
7.957065063446037145e-01 7.957065063446037145e-01 7.455738779333394017e-01
7.929005016499439673e-01 7.929005016499439673e-01 7.433902095983871972e-01
7.900775817746537033e-01 7.900775817746537033e-01 7.412121029215593682e-01
7.872378069409168289e-01 7.872378069409168289e-01 7.390519010052213345e-01
7.843812377304884009e-01 7.843812377304884009e-01 7.369211063308492848e-01
7.815079350834035488e-01 7.815079350834035488e-01 7.348206450185069682e-01
7.786179602966762925e-01 7.786179602966762925e-01 7.327512672463410981e-01
7.757113750229925886e-01 7.757113750229925886e-01 7.307135641874115128e-01
7.727882412693944936e-01 7.727882412693944936e-01 7.287079837144159189e-01
7.698486213959581104e-01 7.698486213959581104e-01 7.267348449188919535e-01
7.668925781144624310e-01 7.668925781144624310e-01 7.247943514977619461e-01
7.639201744870520727e-01 7.639201744870520727e-01 7.228866040643220359e-01
7.609314739248916881e-01 7.609314739248916881e-01 7.210116114433023915e-01
7.579265401868132690e-01 7.579265401868132690e-01 7.191693010107856887e-01
7.549054373779559013e-01 7.549054373779559013e-01 7.173595281398230661e-01
7.518682299483983034e-01 7.518682299483983034e-01 7.155820848117746547e-01
7.488149826917838148e-01 7.488149826917838148e-01 7.138367074519226252e-01
7.457457607439379466e-01 7.457457607439379466e-01 7.121230840459185085e-01
7.426606295814793812e-01 7.426606295814793812e-01 7.104408605912858610e-01
7.395596550204224240e-01 7.395596550204224240e-01 7.087896469355964291e-01
7.364429032147735699e-01 7.364429032147735699e-01 7.071690220501893887e-01
7.333104406551197441e-01 7.333104406551197441e-01 7.055785387854651702e-01
7.301623341672099921e-01 7.301623341672099921e-01 7.039997237810046160e-01
7.269986509105300643e-01 7.269986509105300643e-01 7.024156599240677368e-01
7.238194583768695622e-01 7.238194583768695622e-01 7.008281060211598579e-01
7.206248243888818683e-01 7.206248243888818683e-01 6.992386798366992950e-01
7.174148170986374140e-01 7.174148170986374140e-01 6.976488671452606427e-01
7.141895049861702871e-01 7.141895049861702871e-01 6.960600303356029306e-01
7.109489568580164010e-01 7.109489568580164010e-01 6.944734165706669682e-01
7.076932418457461127e-01 7.076932418457461127e-01 6.928901655110462077e-01
7.044224294044898471e-01 7.044224294044898471e-01 6.913113166120669062e-01
7.011365893114553938e-01 7.011365893114553938e-01 6.897378160066816033e-01
6.978357916644403192e-01 6.978357916644403192e-01 6.881705229879482300e-01
6.945201068803357192e-01 6.945201068803357192e-01 6.866102161060223530e-01
6.911896056936246424e-01 6.911896056936246424e-01 6.850575988953834239e-01
6.878443591548727420e-01 6.878443591548727420e-01 6.835133052485247163e-01
6.844844386292125993e-01 6.844844386292125993e-01 6.819779044525824396e-01
6.811099157948214966e-01 6.811099157948214966e-01 6.804519059054348062e-01
6.777208626413918635e-01 6.777208626413918635e-01 6.789357635276871417e-01
6.743173514685956160e-01 6.743173514685956160e-01 6.774298798866994487e-01
6.708994548845421679e-01 6.708994548845421679e-01 6.759346100484661113e-01
6.674672458042290035e-01 6.674672458042290035e-01 6.744502651727113385e-01
6.640207974479863662e-01 6.640207974479863662e-01 6.729771158660585728e-01
6.605601833399150635e-01 6.605601833399150635e-01 6.715153953075873039e-01
6.570854773063181664e-01 6.570854773063181664e-01 6.700653021605058601e-01
6.535967534741259355e-01 6.535967534741259355e-01 6.686270032830654575e-01
6.500940862693145306e-01 6.500940862693145306e-01 6.672006362512319377e-01
6.465775504153181696e-01 6.465775504153181696e-01 6.657863117050119017e-01
6.430472209314349596e-01 6.430472209314349596e-01 6.643841155297224299e-01
6.395031731312267320e-01 6.395031731312267320e-01 6.629941108828903973e-01
6.359454826209119949e-01 6.359454826209119949e-01 6.616163400768783065e-01
6.323742252977535561e-01 6.323742252977535561e-01 6.602508263267614641e-01
6.287894773484388189e-01 6.287894773484388189e-01 6.588975753724310991e-01
6.251913152474547486e-01 6.251913152474547486e-01 6.575565769833586760e-01
6.215798157554562886e-01 6.215798157554562886e-01 6.562278063539570550e-01
6.179550559176291147e-01 6.179550559176291147e-01 6.549112253969723296e-01
6.143171130620455056e-01 6.143171130620455056e-01 6.536067839418906456e-01
6.106660647980151069e-01 6.106660647980151069e-01 6.523144208448891090e-01
6.070019890144290331e-01 6.070019890144290331e-01 6.510340650164473386e-01
6.033249638780984192e-01 6.033249638780984192e-01 6.497704261653159952e-01
5.996350678320867544e-01 5.996350678320867544e-01 6.485280094213445867e-01
5.959323795940363322e-01 5.959323795940363322e-01 6.473064312006104881e-01
5.922169781544892597e-01 5.922169781544892597e-01 6.461053100518372450e-01
5.884889427752019175e-01 5.884889427752019175e-01 6.449242671789453540e-01
5.847483529874543118e-01 5.847483529874543118e-01 6.437629269065796578e-01
5.809952885903534314e-01 5.809952885903534314e-01 6.426209170931969084e-01
5.772298296491307212e-01 5.772298296491307212e-01 6.414978694959831973e-01
5.734520564934341147e-01 5.734520564934341147e-01 6.403934200915651909e-01
5.696620497156144047e-01 5.696620497156144047e-01 6.393072093561983360e-01
5.658598901690056193e-01 5.658598901690056193e-01 6.382388825088498585e-01
5.620456589662007341e-01 5.620456589662007341e-01 6.371880897203433536e-01
5.582194374773206125e-01 5.582194374773206125e-01 6.361544862914969567e-01
5.543813073282786164e-01 5.543813073282786164e-01 6.351377328029739200e-01
5.505313503990391100e-01 5.505313503990391100e-01 6.341374952393514786e-01
5.466696488218704131e-01 5.466696488218704131e-01 6.331534450897318145e-01
5.427962849795932021e-01 5.427962849795932021e-01 6.321852594270360726e-01
5.389113415038223609e-01 5.389113415038223609e-01 6.312326209679574029e-01
5.350149012732048348e-01 5.350149012732048348e-01 6.302952181153971267e-01
5.311070474116511564e-01 5.311070474116511564e-01 6.293727449850616829e-01
5.271878632865619752e-01 5.271878632865619752e-01 6.284649014177690063e-01
5.232574325070501464e-01 5.232574325070501464e-01 6.275713929788846457e-01
5.193158389221564919e-01 5.193158389221564919e-01 6.266919309461970178e-01
5.153631666190614524e-01 5.153631666190614524e-01 6.258262322874350581e-01
5.113994999212907455e-01 5.113994999212907455e-01 6.249740196285290539e-01
5.074249233869170261e-01 5.074249233869170261e-01 6.241350212136291820e-01
5.034395218067555522e-01 5.034395218067555522e-01 6.233089708578086752e-01
4.994433802025556313e-01 4.994433802025556313e-01 6.224956078933040482e-01
4.954365838251865717e-01 4.954365838251865717e-01 6.216955757720386000e-01
4.914192181528191372e-01 4.914192181528191372e-01 6.209140885126388509e-01
4.873913688891019502e-01 4.873913688891019502e-01 6.201516756927945018e-01
4.833531219613332319e-01 4.833531219613332319e-01 6.194079231451891099e-01
4.793045635186276021e-01 4.793045635186276021e-01 6.186824261951133774e-01
4.752457799300783270e-01 4.752457799300783270e-01 6.179747895390858003e-01
4.711768577829146265e-01 4.711768577829146265e-01 6.172846271164253995e-01
4.670978838806547628e-01 4.670978838806547628e-01 6.166115619747579712e-01
4.630089452412538553e-01 4.630089452412538553e-01 6.159552261303540277e-01
4.589101290952478096e-01 4.589101290952478096e-01 6.153152604241225454e-01
4.548015228838923618e-01 4.548015228838923618e-01 6.146913143740077023e-01
4.506832142572974598e-01 4.506832142572974598e-01 6.140830460244770528e-01
4.465552910725576474e-01 4.465552910725576474e-01 6.134901217937260842e-01
4.424178413918776753e-01 4.424178413918776753e-01 6.129122163191625949e-01
4.382709534806937257e-01 4.382709534806937257e-01 6.123490123016932518e-01
4.341147158057906963e-01 4.341147158057906963e-01 6.118002003492725160e-01
4.299492170334146546e-01 4.299492170334146546e-01 6.112654788201417055e-01
4.257745460273814619e-01 4.257745460273814619e-01 6.107445536661377794e-01
4.215907918471809013e-01 4.215907918471809013e-01 6.102371382764137930e-01
4.173980437460768078e-01 4.173980437460768078e-01 6.097429533218818865e-01
4.131963911692030367e-01 4.131963911692030367e-01 6.092617266006522536e-01
4.089859237516551560e-01 4.089859237516551560e-01 6.087931928847157836e-01
4.047667313165783654e-01 4.047667313165783654e-01 6.083370937680887547e-01
4.005389038732513063e-01 4.005389038732513063e-01 6.078962741218014720e-01
3.963025316151658206e-01 3.963025316151658206e-01 6.074735000884478042e-01
3.920577049181026008e-01 3.920577049181026008e-01 6.070684068002051292e-01
3.878045143382036208e-01 3.878045143382036208e-01 6.066806380847493685e-01
3.835430506100399595e-01 3.835430506100399595e-01 6.063098463250575776e-01
3.792734046446761820e-01 3.792734046446761820e-01 6.059556923173233800e-01
3.749956675277308915e-01 3.749956675277308915e-01 6.056178451274274455e-01
3.707099305174337833e-01 3.707099305174337833e-01 6.052959819463713531e-01
3.664162850426784246e-01 3.664162850426784246e-01 6.049897879450458760e-01
3.621148227010722032e-01 3.621148227010722032e-01 6.046989561286745252e-01
3.578056352569818910e-01 3.578056352569818910e-01 6.044231871912428833e-01
3.534888146395761543e-01 3.534888146395761543e-01 6.041621893701968338e-01
3.491644529408645115e-01 3.491644529408645115e-01 6.039156783016653707e-01
3.448326424137325708e-01 3.448326424137325708e-01 6.036833768764419128e-01
3.404934754699738275e-01 3.404934754699738275e-01 6.034650150969340654e-01
3.361470446783185739e-01 3.361470446783185739e-01 6.032603299352715664e-01
3.317934427624589233e-01 3.317934427624589233e-01 6.030690651927417267e-01
3.274327625990705593e-01 3.274327625990705593e-01 6.028909713607072396e-01
3.230650972158315426e-01 3.230650972158315426e-01 6.027258054831391432e-01
3.186905397894378433e-01 3.186905397894378433e-01 6.025733310208882809e-01
3.143091836436152642e-01 3.143091836436152642e-01 6.024333177177998433e-01
3.099211222471287552e-01 3.099211222471287552e-01 6.023055414687652487e-01
3.055264492117883424e-01 3.055264492117883424e-01 6.021897841897930759e-01
3.011252582904521136e-01 3.011252582904521136e-01 6.020858336901671048e-01
2.967176433750260967e-01 2.967176433750260967e-01 6.019934835467546375e-01
2.923036984944614169e-01 2.923036984944614169e-01 6.019125329805133928e-01
2.878835178127480687e-01 2.878835178127480687e-01 6.018427867352386107e-01
2.834571956269062443e-01 2.834571956269062443e-01 6.017840549585862231e-01
2.790248263649748317e-01 2.790248263649748317e-01 6.017361530853985174e-01
2.745865045839965268e-01 2.745865045839965268e-01 6.016989017233486114e-01
2.701423249680010019e-01 2.701423249680010019e-01 6.016721265409256114e-01
2.656923823259849105e-01 2.656923823259849105e-01 6.016556581577597873e-01
2.612367715898891718e-01 2.612367715898891718e-01 6.016493320372993114e-01
2.567755878125738134e-01 2.567755878125738134e-01 6.016529883818313440e-01
2.523089261657902593e-01 2.523089261657902593e-01 6.016655450369220448e-01
2.478368819381508714e-01 2.478368819381508714e-01 6.016811884976182023e-01
2.433595505330962416e-01 2.433595505330962416e-01 6.016989056218463583e-01
2.388770274668598481e-01 2.388770274668598481e-01 6.017186644094444370e-01
2.343894083664304906e-01 2.343894083664304906e-01 6.017404336807868903e-01
2.298967889675120613e-01 2.298967889675120613e-01 6.017641830626053734e-01
2.253992651124813729e-01 2.253992651124813729e-01 6.017898829739396493e-01
2.208969327483434053e-01 2.208969327483434053e-01 6.018175046122318239e-01
2.163898879246845541e-01 2.163898879246845541e-01 6.018470199395727915e-01
2.118782267916234086e-01 2.118782267916234086e-01 6.018784016691124394e-01
2.073620455977597254e-01 2.073620455977597254e-01 6.019116232516397158e-01
2.028414406881209886e-01 2.028414406881209886e-01 6.019466588623412218e-01
1.983165085021072194e-01 1.983165085021072194e-01 6.019834833877450997e-01
1.937873455714334003e-01 1.937873455714334003e-01 6.020220724128544365e-01
1.892540485180702892e-01 1.892540485180702892e-01 6.020624022084782867e-01
1.847167140521830675e-01 1.847167140521830675e-01 6.021044497187606481e-01
1.801754389700682968e-01 1.801754389700682968e-01 6.021481925489151621e-01
1.756303201520888202e-01 1.756303201520888202e-01 6.021936089531643166e-01
1.710814545606070269e-01 1.710814545606070269e-01 6.022406778228911461e-01
1.665289392379163680e-01 1.665289392379163680e-01 6.022893786749989875e-01
1.619728713041710677e-01 1.619728713041710677e-01 6.023396916404877288e-01
1.574133479553142256e-01 1.574133479553142256e-01 6.023915974532408901e-01
1.528504664610043917e-01 1.528504664610043917e-01 6.024450774390300856e-01
1.482843241625403929e-01 1.482843241625403929e-01 6.025001135047334255e-01
1.437150184707847445e-01 1.437150184707847445e-01 6.025566881277683029e-01
1.391426468640855618e-01 1.391426468640855618e-01 6.026147843457414499e-01
1.345673068861970578e-01 1.345673068861970578e-01 6.026743857463107146e-01
1.299890961441985959e-01 1.299890961441985959e-01 6.027360241738666247e-01
1.254081123064123282e-01 1.254081123064123282e-01 6.028035849402930690e-01
1.208244531003197231e-01 1.208244531003197231e-01 6.028809313885183929e-01
1.162382163104767052e-01 1.162382163104767052e-01 6.029685387598390234e-01
1.116494997764275049e-01 1.116494997764275049e-01 6.030663077658634519e-01
1.070584013906174803e-01 1.070584013906174803e-01 6.031741408488594525e-01
1.024650190963047464e-01 1.024650190963047464e-01 6.032924794504268551e-01
9.786945088547069349e-02 9.786945088547069349e-02 6.034245208706762176e-01
9.327179479672954854e-02 9.327179479672954854e-02 6.035706978907532383e-01
8.867214891323681181e-02 8.867214891323681181e-02 6.037308777254670744e-01
8.407061136059691686e-02 8.407061136059691686e-02 6.039041201407018278e-01
7.946728030476976623e-02 7.946728030476976623e-02 6.040853337818256064e-01
7.486225394997665650e-02 7.486225394997665650e-02 6.042735840445806472e-01
7.025563053660517643e-02 7.025563053660517643e-02 6.044687900852783180e-01
6.564750833911341121e-02 6.564750833911341121e-02 6.046708716729534139e-01
6.103798566393348751e-02 6.103798566393348751e-02 6.048797492026211087e-01
5.642716084737432053e-02 5.642716084737432053e-02 6.050953437073782748e-01
5.181513225352379903e-02 5.181513225352379903e-02 6.053175768693831449e-01
4.720199827215033200e-02 4.720199827215033200e-02 6.055463710297530611e-01
4.258785731660390955e-02 4.258785731660390955e-02 6.057816491974138406e-01
3.797280782171658098e-02 3.797280782171658098e-02 6.060233350569347310e-01
3.335694824170254424e-02 3.335694824170254424e-02 6.062713529753857022e-01
2.874037704805777749e-02 2.874037704805777749e-02 6.065256280082464979e-01
2.412319272745932358e-02 2.412319272745932358e-02 6.067860859044026389e-01
1.950549377966424164e-02 1.950549377966424164e-02 6.070526531102589107e-01
1.488737871540829309e-02 1.488737871540829309e-02 6.073252567730001994e-01
1.026894605430436584e-02 1.026894605430436584e-02 6.076038247430299855e-01
5.650294322740738798e-03 5.650294322740738798e-03 6.078882855756163606e-01
1.031522051779185751e-03 1.031522051779185751e-03 6.081785685317716572e-01
-3.587272224947017033e-03 -3.587272224947017033e-03 6.084746035783956675e-01
-8.205989973335138521e-03 -8.205989973335138521e-03 6.087763213877058766e-01
-1.282453266091504798e-02 -1.282453266091504798e-02 6.090836533359830218e-01
-1.744280175895123949e-02 -1.744280175895123949e-02 6.093965315016556250e-01
-2.206069874454477317e-02 -2.206069874454477317e-02 6.097148886627478115e-01
-2.667812510273509866e-02 -2.667812510273509866e-02 6.100386582937125102e-01
-3.129498232860168649e-02 -3.129498232860168649e-02 6.103677745616755690e-01
-3.591117192936549296e-02 -3.591117192936549296e-02 6.107021723221086607e-01
-4.052659542649009877e-02 -4.052659542649009877e-02 6.110417871139552926e-01
-4.514115435778261881e-02 -4.514115435778261881e-02 6.113865551542267962e-01
-4.975475027949419204e-02 -4.975475027949419204e-02 6.117364133320919439e-01
-5.436728476842012797e-02 -5.436728476842012797e-02 6.120912992024745147e-01
-5.897865942399960204e-02 -5.897865942399960204e-02 6.124503833287596732e-01
-6.358877587041485147e-02 -6.358877587041485147e-02 6.128088867757287561e-01
-6.819753575868985063e-02 -6.819753575868985063e-02 6.131659596960723491e-01
-7.280484076878845912e-02 -7.280484076878845912e-02 6.135215612974914690e-01
-7.741059261171186201e-02 -7.741059261171186201e-02 6.138756513465142284e-01
-8.201469303159540647e-02 -8.201469303159540647e-02 6.142281901550278311e-01
-8.661704380780475832e-02 -8.661704380780475832e-02 6.145791385668594176e-01
-9.121754675703123982e-02 -9.121754675703123982e-02 6.149289355897236131e-01
-9.581610373538641812e-02 -9.581610373538641812e-02 6.152804728781942067e-01
-1.004126166404958193e-01 -1.004126166404958193e-01 6.156341891415036960e-01
-1.050069874135917958e-01 -1.050069874135917958e-01 6.159900197141899847e-01
-1.095991180416054367e-01 -1.095991180416054367e-01 6.163479002615300795e-01
-1.141889105592575060e-01 -1.141889105592575060e-01 6.167077667808770203e-01
-1.187762670511483543e-01 -1.187762670511483543e-01 6.170695556026076778e-01
-1.233610896538468171e-01 -1.233610896538468171e-01 6.174332033906909656e-01
-1.279432805579779064e-01 -1.279432805579779064e-01 6.177986471428903448e-01
-1.325227420103094744e-01 -1.325227420103094744e-01 6.181658241906097251e-01
-1.370993763158375178e-01 -1.370993763158375178e-01 6.185346721983977503e-01
-1.416730858398704274e-01 -1.416730858398704274e-01 6.189051291631170182e-01
-1.462437730101118771e-01 -1.462437730101118771e-01 6.192771334127946670e-01
-1.508113403187421597e-01 -1.508113403187421597e-01 6.196506236051608774e-01
-1.553756903244986609e-01 -1.553756903244986609e-01 6.200255387258886142e-01
-1.599367256547543359e-01 -1.599367256547543359e-01 6.204018180865444876e-01
-1.644943490075951031e-01 -1.644943490075951031e-01 6.207794013222613927e-01
-1.690484631538956561e-01 -1.690484631538956561e-01 6.211582283891431411e-01
-1.735989709393935820e-01 -1.735989709393935820e-01 6.215382395614112987e-01
-1.781457752867620092e-01 -1.781457752867620092e-01 6.219186213913726613e-01
-1.826887791976806730e-01 -1.826887791976806730e-01 6.222946765168205774e-01
-1.872278857549050934e-01 -1.872278857549050934e-01 6.226655605953952399e-01
-1.917629981243341997e-01 -1.917629981243341997e-01 6.230312240160554849e-01
-1.962940195570760937e-01 -1.962940195570760937e-01 6.233916182362185809e-01
-2.008208533915120941e-01 -2.008208533915120941e-01 6.237466957716414351e-01
-2.053434030553586975e-01 -2.053434030553586975e-01 6.240964101862669366e-01
-2.098615720677279584e-01 -2.098615720677279584e-01 6.244407160820425462e-01
-2.143752640411856203e-01 -2.143752640411856203e-01 6.247795690887257836e-01
-2.188843826838074713e-01 -2.188843826838074713e-01 6.251129258536874955e-01
-2.233888318012334506e-01 -2.233888318012334506e-01 6.254407440317242273e-01
-2.278885152987198959e-01 -2.278885152987198959e-01 6.257629822748881354e-01
-2.323833371831895145e-01 -2.323833371831895145e-01 6.260796002223497636e-01
-2.368732015652792178e-01 -2.368732015652792178e-01 6.263905584902988988e-01
-2.413580126613858456e-01 -2.413580126613858456e-01 6.266958186618962756e-01
-2.458376747957094210e-01 -2.458376747957094210e-01 6.269953432772852331e-01
