q1, q2, concentration
9.988209755684194224e-01 9.988209755684194224e-01 0.000000000000000000e+00
9.985861005580025651e-01 9.985861005580025651e-01 0.000000000000000000e+00
9.983299224153128204e-01 9.983299224153128204e-01 0.000000000000000000e+00
9.980524466054742083e-01 9.980524466054742083e-01 0.000000000000000000e+00
9.977536790479599738e-01 9.977536790479599738e-01 0.000000000000000000e+00
9.974336261164666873e-01 9.974336261164666873e-01 0.000000000000000000e+00
9.970922946387782426e-01 9.970922946387782426e-01 0.000000000000000000e+00
9.967296918966198627e-01 9.967296918966198627e-01 0.000000000000000000e+00
9.963458256255027790e-01 9.963458256255027790e-01 0.000000000000000000e+00
9.959407040145596968e-01 9.959407040145596968e-01 0.000000000000000000e+00
9.955143357063697129e-01 9.955143357063697129e-01 0.000000000000000000e+00
9.950667297967736857e-01 9.950667297967736857e-01 0.000000000000000000e+00
9.945978958346808341e-01 9.945978958346808341e-01 0.000000000000000000e+00
9.941078438218644564e-01 9.941078438218644564e-01 0.000000000000000000e+00
9.935965842127491010e-01 9.935965842127491010e-01 0.000000000000000000e+00
9.930641279141868560e-01 9.930641279141868560e-01 0.000000000000000000e+00
9.925104862852253129e-01 9.925104862852253129e-01 0.000000000000000000e+00
9.919356711368648716e-01 9.919356711368648716e-01 0.000000000000000000e+00
9.913396947318069419e-01 9.913396947318069419e-01 0.000000000000000000e+00
9.907225697841921530e-01 9.907225697841921530e-01 0.000000000000000000e+00
9.900843094593294591e-01 9.900843094593294591e-01 0.000000000000000000e+00
9.894249273734146977e-01 9.894249273734146977e-01 0.000000000000000000e+00
9.887444375932408214e-01 9.887444375932408214e-01 0.000000000000000000e+00
9.880428546358973607e-01 9.880428546358973607e-01 0.000000000000000000e+00
9.873201934684607828e-01 9.873201934684607828e-01 0.000000000000000000e+00
9.865764695076751911e-01 9.865764695076751911e-01 0.000000000000000000e+00
9.858116986196235887e-01 9.858116986196235887e-01 0.000000000000000000e+00
9.850258971193891488e-01 9.850258971193891488e-01 0.000000000000000000e+00
9.842190817707076045e-01 9.842190817707076045e-01 0.000000000000000000e+00
9.833912697856089791e-01 9.833912697856089791e-01 0.000000000000000000e+00
9.825424788240509910e-01 9.825424788240509910e-01 0.000000000000000000e+00
9.816727269935419109e-01 9.816727269935419109e-01 0.000000000000000000e+00
9.807820328487544259e-01 9.807820328487544259e-01 0.000000000000000000e+00
9.798704153911298453e-01 9.798704153911298453e-01 0.000000000000000000e+00
9.789378940684727581e-01 9.789378940684727581e-01 0.000000000000000000e+00
9.779844887745360316e-01 9.779844887745360316e-01 0.000000000000000000e+00
9.770102198485963729e-01 9.770102198485963729e-01 0.000000000000000000e+00
9.760151080750205654e-01 9.760151080750205654e-01 0.000000000000000000e+00
9.749991746828221562e-01 9.749991746828221562e-01 0.000000000000000000e+00
9.739624413452082630e-01 9.739624413452082630e-01 0.000000000000000000e+00
9.729049301791173887e-01 9.729049301791173887e-01 0.000000000000000000e+00
9.718266637447475764e-01 9.718266637447475764e-01 0.000000000000000000e+00
9.707276650450753497e-01 9.707276650450753497e-01 0.000000000000000000e+00
9.696079575253645499e-01 9.696079575253645499e-01 0.000000000000000000e+00
9.684675650726665141e-01 9.684675650726665141e-01 0.000000000000000000e+00
9.673065120153102603e-01 9.673065120153102603e-01 0.000000000000000000e+00
9.661248231223836802e-01 9.661248231223836802e-01 0.000000000000000000e+00
9.649225236032049624e-01 9.649225236032049624e-01 0.000000000000000000e+00
9.636996391067849110e-01 9.636996391067849110e-01 0.000000000000000000e+00
9.624561957212797170e-01 9.624561957212797170e-01 0.000000000000000000e+00
9.611922199734346250e-01 9.611922199734346250e-01 0.000000000000000000e+00
9.599077388280174983e-01 9.599077388280174983e-01 0.000000000000000000e+00
9.586027796872440554e-01 9.586027796872440554e-01 0.000000000000000000e+00
9.572773703901931164e-01 9.572773703901931164e-01 0.000000000000000000e+00
9.559315392122128552e-01 9.559315392122128552e-01 0.000000000000000000e+00
9.545653148643172825e-01 9.545653148643172825e-01 0.000000000000000000e+00
9.531787264925740688e-01 9.531787264925740688e-01 0.000000000000000000e+00
9.517718036774824863e-01 9.517718036774824863e-01 0.000000000000000000e+00
9.503445764333425805e-01 9.503445764333425805e-01 0.000000000000000000e+00
9.488970752076147930e-01 9.488970752076147930e-01 0.000000000000000000e+00
9.474293308802703706e-01 9.474293308802703706e-01 0.000000000000000000e+00
9.459413747631325586e-01 9.459413747631325586e-01 0.000000000000000000e+00
9.444332385992089129e-01 9.444332385992089129e-01 0.000000000000000000e+00
9.429049545620136197e-01 9.429049545620136197e-01 0.000000000000000000e+00
9.413565552548814885e-01 9.413565552548814885e-01 0.000000000000000000e+00
9.397880737102723980e-01 9.397880737102723980e-01 0.000000000000000000e+00
9.381995433890665259e-01 9.381995433890665259e-01 0.000000000000000000e+00
9.365909981798503647e-01 9.365909981798503647e-01 0.000000000000000000e+00
9.349624723981941887e-01 9.349624723981941887e-01 0.000000000000000000e+00
9.333140007859194176e-01 9.333140007859194176e-01 0.000000000000000000e+00
9.316456185103579868e-01 9.316456185103579868e-01 0.000000000000000000e+00
9.299573611636018367e-01 9.299573611636018367e-01 0.000000000000000000e+00
9.282492647617437420e-01 9.282492647617437420e-01 0.000000000000000000e+00
9.265213657441087047e-01 9.265213657441087047e-01 0.000000000000000000e+00
9.247737009724770196e-01 9.247737009724770196e-01 0.000000000000000000e+00
9.230063077302973484e-01 9.230063077302973484e-01 0.000000000000000000e+00
9.212192237218920221e-01 9.212192237218920221e-01 0.000000000000000000e+00
9.194124870716520181e-01 9.194124870716520181e-01 0.000000000000000000e+00
9.175861363232241663e-01 9.175861363232241663e-01 0.000000000000000000e+00
9.157402104386882513e-01 9.157402104386882513e-01 0.000000000000000000e+00
9.138747487977265660e-01 9.138747487977265660e-01 0.000000000000000000e+00
9.119897911967834725e-01 9.119897911967834725e-01 0.000000000000000000e+00
9.100853778482161927e-01 9.100853778482161927e-01 0.000000000000000000e+00
9.081615493794372718e-01 9.081615493794372718e-01 0.000000000000000000e+00
9.062183468320478275e-01 9.062183468320478275e-01 0.000000000000000000e+00
9.042558116609618057e-01 9.042558116609618057e-01 0.000000000000000000e+00
9.022739857335216884e-01 9.022739857335216884e-01 0.000000000000000000e+00
9.002729113286054297e-01 9.002729113286054297e-01 0.000000000000000000e+00
8.982526311357246218e-01 8.982526311357246218e-01 0.000000000000000000e+00
8.962131882541132244e-01 8.962131882541132244e-01 0.000000000000000000e+00
8.941546261918087435e-01 8.941546261918087435e-01 0.000000000000000000e+00
8.920769888647238632e-01 8.920769888647238632e-01 0.000000000000000000e+00
8.899803205957094177e-01 8.899803205957094177e-01 0.000000000000000000e+00
8.878646661136088136e-01 8.878646661136088136e-01 0.000000000000000000e+00
8.857300705523042383e-01 8.857300705523042383e-01 0.000000000000000000e+00
